Current_Word,Next_Word,Levenshtein_distance
million,Visual,6
833,million,7
million,Visual,6
handsets,years,7
shipped,globally,8
globally,recruited,9
"2009
",Blind,5
Blind,student,6
student,'hears,7
'hears,"colour'

A",9
"colour'

A",blind,9
blind,people,6
student,'hears,7
developed,group,8
software,suite,5
turns,colours,5
colours,fonts,5
musical,notes,7
notes,read,5
read,specifications,12
weather,"maps

Victor",11
"maps

Victor",Wong,12
Wong,graduate,8
graduate,student,6
student,'hears,7
Hong,Kong,1
Kong,studying,6
studying,Cornell,8
Cornell,University,9
University,New,9
New,York,4
York,State,5
State,Circuits,7
read,specifications,12
coloured,maps,8
maps,upper,4
upper,atmosphere,7
atmosphere,I,10
research,analysts,8
To,makes,5
study,net,5
space,don't,5
weather,"maps

Victor",11
Mr,Evans,5
Wong,graduate,8
needed,Mac,6
explore,minute,6
minute,fluctuations,10
fluctuations,order,12
order,magnitude,8
create,style,5
mathematical,models,10
models,14ghz,6
A,previous,8
number,auto,5
solutions,tried,8
tried,including,8
including,looking,6
having,sign,5
colleague,describe,8
describe,maps,8
maps,upper,4
attempting,cope,9
print,Braille,5
Braille,Mr,6
Mr,Evans,5
Wong,graduate,8
eventually,hit,9
hit,likely,5
idea,it's,3
translating,individual,11
individual,song,10
colours,fonts,5
music,movies,4
enlisted,help,7
help,Apple,4
computer,market,6
graphics,cards,6
specialist,student,8
student,'hears,7
programming,"work

The",9
"work

The",images,9
images,people,6
dimensions,I,10
I,think,5
find,role,4
way,help,4
reading,Mr,7
Mr,Evans,5
Wong,graduate,8
told,BBC,4
BBC,News,4
News,website,5
website,It,6
For,browsing,7
sake,study,4
study,net,5
,majority,8
sake,study,4
blind,people,6
scientists,generally,9
generally,seen,7
,majority,8
I,think,5
felt,technology,8
good,Apple,5
develop,software,8
software,suite,5
help,Apple,4
read,specifications,12
colour,images,6
images,people,6
He,said,4
tried,including,8
prototype,version,8
version,auto,6
software,suite,5
explore,minute,6
photograph,parrot,8
parrot,In,6
In,total,5
order,magnitude,8
exact,reference,7
reference,screen,6
screen,storage,5
pen,tablet,5
tablet,device,6
device,interfaces,7
The,Macworld,8
software,suite,5
assigns,88,7
88,piano,5
piano,notes,5
notes,read,5
individually,To,12
coloured,maps,8
pixels,screen,5
,majority,8
ranging,blue,7
blue,lower,4
lower,end,5
end,making,5
scale,red,5
red,button,6
upper,atmosphere,7
end,making,5
Mr,Evans,5
Wong,graduate,8
says,Gavin,4
application,infancy,10
infancy,useful,7
useful,I,6
reading,Mr,7
images,people,6
created,American,7
digitally,If,9
If,don't,5
I,think,5
took,decades,7
random,picture,7
picture,times,6
scanned,software,7
software,suite,5
recognise,individual,10
wouldn't,work,6
work,making,6
"well

Mr",Wong,8
Wong,graduate,8
blind,people,6
age,backingup,7
seven,eighthorse,10
thinks,Dr,6
having,sign,5
colour,images,6
memory,networking,7
makes,difference,9
software,suite,5
useful,I,6
scientist,vision,7
vision,digital,5
As,Gavin,5
notes,read,5
increase,basic,7
pitch,I,5
I,think,5
know,viruses,7
colour's,getting,8
getting,sophisticated,11
redder,redder,0
redder,redder,0
mind's,eye,6
eye,patch,5
patch,red,5
red,button,6
appears,The,6
The,Macworld,8
colour,images,6
music,movies,4
software,suite,5
available,fourth,9
commercially,available,10
Mr,Evans,5
Wong,graduate,8
believes,people,6
people,expect,5
work,making,6
viable,But,6
But,said,4
hopes,Cells,4
day,globally,6
developed,group,8
blind,people,6
people,expect,5
access,film,6
photographs,"images
",10
"images
",Apple,6
Apple,Mac,5
attacked,sources,6
sources,"row

Civil",9
"row

Civil",liberties,9
liberties,group,8
group,test,5
Electronic,Frontier,8
Frontier,Foundation,6
Foundation,campaigns,8
EFF,joined,6
joined,legal,6
legal,download,7
fight,hard,5
US,Adding,6
online,stores,6
journalists,"Apple

Apple",12
"Apple

Apple",wants,12
wants,reporters,7
reporters,reveal,6
reveal,20,6
20,million,7
sources,"row

Civil",9
stories,effectively,9
leaked,information,10
information,millions,9
forthcoming,products,10
products,launched,8
including,looking,6
Mac,mini,4
Mini,£339,4
The,Macworld,8
EFF,joined,6
representing,reporters,8
reporters,reveal,6
asked,California's,11
California's,Superior,10
Superior,court,7
court,stop,5
stop,people,4
Apple,Mac,5
pursuing,sources,7
sources,"row

Civil",9
It,sale,4
argues,journalists,9
journalists,"Apple

Apple",12
protected,American,8
American,UK,8
constitution,The,12
The,Macworld,8
EFF,joined,6
says,Gavin,4
case,point,5
threatens,basic,8
basic,duties,5
freedoms,"press

Apple",10
"press

Apple",particularly,10
particularly,good,12
keen,PC,4
find,role,4
source,revenue,6
information,millions,9
unreleased,product,9
product,announcement,9
codenamed,Asteroid,7
Asteroid,asked,5
asked,California's,11
journalists',email,10
email,kinds,5
providers,need,8
hand,corner,5
communications,media,11
relevant,Rather,8
Rather,confronting,10
confronting,issue,11
issue,reporter's,9
reporter's,privilege,9
privilege,headon,9
headon,Apple,6
Apple,Mac,5
going,absolutely,9
journalist's,ISPs,11
ISPs,emails,5
emails,relentless,7
said,Jonny,5
EFF,joined,6
lawyer,Kurt,6
Kurt,Opsahl,6
Opsahl,This,6
This,turn,4
undermines,fundamental,7
fundamental,First,10
First,Amendment,8
Amendment,right,8
right,connectors,9
protects,reporters,6
reporters,reveal,6
If,don't,5
court,stop,5
lets,play,4
Apple,Mac,5
away,highdetail,9
exposes,confidences,9
confidences,gained,8
gained,reporters,8
reporters,reveal,6
potential,For,8
confidential,information,8
sources,"row

Civil",9
deterred,providing,9
providing,tools,8
information,millions,9
media,server,5
public,interest,8
lose,game,3
vital,outlet,5
outlet,independent,9
independent,originally,10
news,editor,6
analysis,firm,8
commentary,said,9
said,Jonny,5
The,Macworld,8
case,point,5
began,shipping,7
December,The,7
2004,Englishlanguage,15
Apple,Mac,5
asked,California's,11
local,artists,7
Californian,court,10
court,stop,5
journalists,"Apple

Apple",12
reveal,20,6
sources,"row

Civil",9
articles,archived,5
published,websites,6
websites,Apple's,7
AppleInsidercom,"PowerPageorg

Apple",18
"PowerPageorg

Apple",sent,18
sent,subtlety,6
requested,information,10
information,millions,9
Nfoxcom,internet,8
internet,surfing,7
service,firm,6
provider,safe,7
PowerPage's,publisher,10
publisher,Jason,8
Jason,OGrady,6
OGrady,As,6
As,Gavin,5
looking,add,7
far,world,4
corporations,preventing,8
preventing,information,9
information,millions,9
published,websites,6
case,point,5
examine,online,4
online,stores,6
journalists,"Apple

Apple",12
privileges,protections,8
protections,writing,7
writing,software,7
newspapers,magazines,8
magazines,The,8
The,Macworld,8
EFF,joined,6
gained,reporters,8
powerful,Mac,8
allies,legal,5
legal,download,7
battle,Intel,4
Apple,Mac,5
including,looking,6
Professor,Tom,8
Tom,Goldstein,8
Goldstein,dean,6
dean,Journalism,9
Journalism,School,9
School,University,10
University,New,9
California,It's,10
Dan,Gillmor,7
Gillmor,wellknown,6
wellknown,Silicon,6
Silicon,Valley,6
Valley,journalist,8
journalist,Apple,9
Apple,Mac,5
immediately,radio,9
available,fourth,9
"comment
",Mobile,7
Mobile,games,6
audio,enters,6
enters,new,4
new,products,8
"dimension

As",mobile,11
mobile,environments,10
phones,circulation,11
closer,closer,0
ubiquitous,allinone,8
allinone,media,7
media,server,5
player,It,6
audio,enters,6
important,software,7
But,said,4
good,Apple,5
sound,graphics,8
small,share,3
"device?

The",sound,12
sound,graphics,8
buzzing,bee,6
bee,jumps,5
jumps,left,5
left,unprotected,9
right,connectors,9
disappearing,head,10
head,EA,4
The,Macworld,8
surround,sound,3
sound,graphics,8
demo,unremarkable,10
unremarkable,heard,9
heard,comments,7
multispeaker,home,11
home,"computer

It's",11
cinema,release,6
system,software,6
startling,emerging,5
emerging,small,7
small,share,3
mobile,environments,10
phone,market,5
British,firm,6
firm,The,4
Sonaptic,number,7
number,auto,5
companies,estimate,8
developed,group,8
3D,graphics,8
audio,enters,6
technology,balked,9
emerges,stereo,4
stereo,speakers,5
speakers,The,7
Firms,AM3D,5
AM3D,SRS,4
SRS,offer,5
offer,powerful,6
stereowidening,technology,12
technology,balked,9
mobile,environments,10
phones,circulation,11
But,said,4
Sonaptic's,managing,7
managing,director,8
director,digital,5
David,Monteith,7
Monteith,says,8
says,Gavin,4
firm,The,4
company,trying,6
offer,powerful,6
positional,3D,10
3D,graphics,8
audio,enters,6
"mobile

There",basic,12
basic,duties,5
technologies,Gracenote's,9
making,things,4
sound,graphics,8
bit,technology,10
bigger,hard,6
headphones,bit,10
bit,technology,10
"nicer

Noone",tried,11
tried,including,8
proper,3D,6
3D,graphics,8
positional,3D,10
audio,enters,6
,majority,8
individual,song,10
channel,parallel,5
moved,Sonaptic,7
Sonaptic,number,7
working,Apple,7
Japanese,mobile,7
mobile,environments,10
network,security,7
NTT,DoCoMo,6
DoCoMo,set,6
set,central,5
standards,,9
3D,graphics,8
audio,enters,6
mobile,environments,10
phones,circulation,11
In,total,5
months,time,6
handsets,years,7
NEC,Fujitsu,7
Fujitsu,Mitsubishi,8
Mitsubishi,released,9
released,called,5
Japanese,mobile,7
marker,chips,6
chips,create,5
produced,Yamaha,8
Yamaha,Rohm,5
Rohm,Sonaptic's,9
Sonaptic's,managing,7
technology,balked,9
The,Macworld,8
technology,balked,9
PCs,Also,3
games,Even,4
consoles,expected,7
time,"come

Shelley",11
making,things,4
efficient,current,6
small,share,3
consumer,devices,7
device,interfaces,7
like,Apple,4
mobile,environments,10
phone,market,5
said,Jonny,5
Mr,Evans,5
"Monteith

The",technology,11
technology,balked,9
works,"should

Once",11
applying,science,8
science,psychoacoustics,12
psychoacoustics,grew,15
grew,medical,7
medical,research,7
research,analysts,8
company's,research,8
research,analysts,8
director,digital,5
Dr,Mark,3
Alastair,Sibbald,7
Sibbald,We,7
We,long,4
basically,bragging,8
trying,tackle,5
fool,ears,4
ears,It,4
thinking,sound,7
sound,graphics,8
coming,Sony,4
areas,actually,6
actually,popular,6
isn't,Your,5
Your,brain,5
brain,uses,5
uses,net,3
certain,,7
bits,buy,3
information,millions,9
effectively,medium,9
synthesising,mobile,11
mobile,environments,10
phone,market,5
handset,giant,5
The,Macworld,8
structure,ear,8
ear,works,4
works,"should

Once",11
3D,graphics,8
encoder,sound,6
sound,graphics,8
,majority,8
helping,people,5
brain,uses,5
understand,sound,7
sound,graphics,8
emanating,Sonaptic's,7
Sonaptic's,managing,7
audio,enters,6
processing,graphical,9
algorithms,mimic,9
mimic,3D,5
3D,graphics,8
encoding,giving,5
giving,DVDlike,6
impression,sound,9
sound,graphics,8
coming,Sony,4
left,unprotected,9
right,connectors,9
listener,fact,7
fact,lead,4
coming,Sony,4
single,songs,3
source,revenue,6
Mr,Evans,5
Montieth,says,8
says,Gavin,4
If,don't,5
sound,graphics,8
ear,works,4
,majority,8
right,connectors,9
bend,head,2
head,EA,4
left,unprotected,9
"ear

The",shape,7
shape,ear,4
ear,works,4
causes,differences,9
differences,try,10
sound,graphics,8
ear,works,4
We,long,4
synthesising,mobile,11
differences,try,10
Sonaptic,number,7
hopes,Cells,4
technology,balked,9
big,"success

He",11
impact,listeners,8
growing,awareness,8
market,Mac,5
mobile,environments,10
gaming,internet,7
music,movies,4
downloading,success,11
Handhelds,limitations,10
limitations,,11
,majority,8
screens,LCD,7
small,share,3
definition,If,9
If,don't,5
want,upgrade,6
impact,listeners,8
media,server,5
running,pirated,7
,majority,8
movie,collection,8
game,going,4
watching,TV,8
TV,screen,6
,majority,8
want,upgrade,6
immersive,gaming,7
technology,balked,9
help,Apple,4
A,previous,8
fishing,game,7
game,going,4
title,downloaded,8
use,help,4
technology,balked,9
creating,radically,8
3D,graphics,8
sound,graphics,8
field,gamer,5
gamer,late,3
plays,Driving,7
Driving,games,7
games,Even,4
shoot,'em,5
'em,ups,3
ups,technology,10
technology,balked,9
development,US,11
The,Macworld,8
technology,balked,9
music,movies,4
,majority,8
giving,DVDlike,6
songs,hard,5
expansive,immersive,5
immersive,gaming,7
feel,Sonaptic,8
Sonaptic,number,7
offers,1080,6
technology,balked,9
chip,80,4
software,suite,5
release,tiny,7
new,products,8
version,auto,6
significantly,slower,12
improves,efficiency,9
efficiency,audio,9
audio,enters,6
processing,graphical,9
It's,deeply,6
important,software,7
use,help,4
10,euros,5
15%,email,5
processor,512MB,9
won't,able,5
able,start,5
play,individual,9
game,going,4
handset,giant,5
explained,It,9
Mr,Evans,5
Montieth,says,8
The,Macworld,8
company,trying,6
looking,add,7
US,Adding,6
European,coordinator,9
markets,working,5
working,Apple,7
network,security,7
Vodafone,We,7
We,long,4
focused,machine,6
Japan,US,5
advanced,The,7
mobile,environments,10
phone,market,5
market,Mac,5
We,long,4
knew,Japan,5
Japan,US,5
place,home,4
handsets,years,7
use,help,4
technology,balked,9
There,builtin,7
handsets,years,7
UK,$499,4
"months
",DVD,7
DVD,burner,6
copy,protection,9
protection,skilled,10
"strengthened

DVDs",harder,16
harder,consumers,7
copy,protection,9
thanks,technology,8
new,products,8
antipiracy,"move

Microsoft",13
measures,devised,6
devised,copy,7
copy,protection,9
protection,skilled,10
firm,The,4
"Macrovision

The",pirated,15
pirated,pop,6
DVD,burner,6
market,Mac,5
enormous,current,7
current,fragmentation,10
copy,protection,9
protection,skilled,10
hacked,years,6
years,market,5
ago,film,4
Macrovision,says,9
says,Gavin,4
new,products,8
RipGuard,technology,10
technology,balked,9
thwart,current,6
current,fragmentation,10
DVD,burner,6
ripping,copying,3
copying,The,7
programs,13,8
pirate,DVDs,6
DVDs,profoundly,10
RipGuard,technology,10
designed,bring,6
reduce,DVD,6
DVD,burner,6
ripping,copying,3
resulting,supply,7
supply,illegal,7
illegal,copying,7
peer,peer,0
peer,peer,0
said,Jonny,5
firm,The,4
Macrovision,says,9
said,Jonny,5
new,products,8
technology,balked,9
work,making,6
nearly,current,6
current,fragmentation,10
DVD,burner,6
players,speaking,6
applied,,7
discs,HDDVD,5
specify,exactly,5
machines,cost,7
problem,Visual,7
RipGuard,technology,10
Some,upgrades,7
BBC,News,4
News,website,5
website,It,6
users,big,5
expressed,doubts,8
concerns,With,8
new,products,8
technology,balked,9
mean,confusion,8
DVDs,profoundly,10
work,making,6
PCs,Also,3
running,pirated,7
operating,system,8
system,software,6
Linux,The,5
The,Macworld,8
new,products,8
technology,balked,9
welcomed,Apple,7
Hollywood,preparing,9
film,fans,3
studios,labels,6
increasingly,sophisticated,12
relying,revenue,5
revenue,likely,6
DVD,burner,6
"sales

The",film,9
film,fans,3
industry,experts,7
stepped,efforts,7
efforts,squash,7
fight,hard,5
DVD,burner,6
piracy,peertopeer,8
12,gigabits,8
months,time,6
taking,hands,5
legal,download,7
action,movie,5
websites,Apple's,7
offer,powerful,6
pirated,pop,6
copies,music,5
DVD,burner,6
movies,images,4
"download

Ultimately",RipGuard,19
RipGuard,technology,10
DVD,burner,6
evolving,antipiracy,9
antipiracy,"move

Microsoft",13
enablement,legitimate,9
legitimate,illegitimate,2
online,stores,6
transactions,interoperability,13
interoperability,tomorrow's,13
tomorrow's,digital,10
digital,music,6
home,"computer

It's",11
upcoming,highdefinition,12
highdefinition,,14
formats,In,7
said,Jonny,5
Steve,Taylor,6
Weinstein,executive,8
executive,vice,7
vice,president,7
president,business,6
general,manager,6
manager,Nokia,7
Macrovision's,Entertainment,11
Entertainment,"America
",10
Technologies,Group,11
Group,He,5
Macrovision,says,9
