Current_Word,Next_Word,Levenshtein_distance
60%,online,6
mobiles,report,7
sold,world,2
months,2004,6
September,2004,9
featured,integrated,7
integrated,communications,12
cameras,Piero,5
"said
",PlayStation,9
Games,rubbish,6
'deserve,place,7
place,Other,5
"class'

Computer",games,13
games,people,6
enhance,learning,7
learning,factual,7
legitimate,mail,8
place,Other,5
classroom,Games,8
"researchers

Academics",Institute,20
Institute,Applied,8
Education,Agriculture,9
London,It,6
University,California,8
found,developing,8
games,people,6
literacy,key,6
key,elements,7
skill,youngsters,9
youngsters,As,9
As,blocking,8
different,sectors,8
areas,scarce,5
curriculum,games,10
games,people,6
legitimate,mail,8
area,His,4
study,Computeractive,13
right,powerful,8
researchers,said,9
Pupils,statistics,8
able,watch,4
create,safer,5
games,people,6
"say

Like",games,8
games,people,6
computer,games,6
video,game,4
games,people,6
entertain,promoting,7
promoting,social,7
social,benefits,7
development,child,10
playing,games,6
talking,years,7
games,people,6
important,step,8
young,people,5
people's,lives,6
lives,So,5
said,crackdown,7
project,image,6
manager,Microsoft,9
Caroline,"Pelletier

Games",14
"Pelletier

Games",literacy,11
literacy,key,6
way,unleashing,9
investigating,trojan,11
games,people,6
means,people,5
expression,representation,7
representation,like,13
like,text,4
writing,local,7
drawing,said,5
said,crackdown,7
The,US,3
researchers,said,9
conducted,PC,9
studies,suggest,4
impact,opensource,9
games,people,6
education,tool,7
looking,continue,5
different,sectors,8
curriculum,games,10
subjects,enhance,7
enhance,learning,7
learning,factual,7
Researchers,found,11
found,developing,8
girls,excluded,7
excluded,maledominated,10
maledominated,world,11
world,countries,7
game,graphics,6
playing,games,6
Without,Borders,7
firsthand,reporting,8
experience,landscape,9
fun,found,2
game,graphics,6
little,beauty,6
motivation,money,8
play,limit,5
remain,speed,6
disengaged,engrossing,10
engrossing,sociable,10
sociable,activity,7
activity,,8
said,crackdown,7
research,development,9
fellow,Diane,6
Diane,"Carr

The",8
"Carr

The",second,9
second,trick,6
project,image,6
looked,games,5
games,people,6
integrated,communications,12
media,player,6
education,tool,7
concluded,The,8
writing,local,7
games,people,6
core,component,6
studying,Cornell,8
Sixthform,teacher,7
teacher,It,7
Barney,Oram,5
Oram,teaches,6
teaches,computer,7
computer,games,6
games,people,6
alongside,equipment,9
traditional,companies,10
study,Computeractive,13
film,"network

The",12
TV,telephone,9
popular,China,6
music,offers,6
Alevel,course,6
course,Google,4
runs,computer,7
Long,Road,3
Road,Sixth,5
Sixth,Form,5
Form,College,6
College,"Cambridge

For",11
"Cambridge

For",parents,11
parents,disaster,7
idea,popular,6
computer,games,6
games,people,6
brought,£21,7
classroom,Games,8
environment,young,9
cause,health,5
controversy,directive,10
Dr,Mario,4
Andrew,Thompson,8
Burn,associate,9
associate,director,8
director,AADC,8
Institute,Applied,8
Education's,Centre,10
Centre,Social,6
Study,Children,7
Children,Youth,8
Youth,Media,5
Media,Labs,5
moved,net,4
reassure,anxious,7
anxious,parents,6
parents,disaster,7
Games,rubbish,6
legitimate,mail,8
cultural,drive,8
form,aims,4
deserve,critical,8
critical,security,7
analysis,tool,7
schools,The,6
film,"network

The",12
television,presents,8
literature,said,9
said,crackdown,7
But,dance,5
want,Between,6
argue,create,4
understanding,comes,11
comes,Google's,5
children,use,7
tools,selfexpression,13
create,safer,5
games,people,6
The,US,3
games,people,6
industry,natural,7
welcomed,feedback,7
report,Chinese,7
saying,needed,6
showed,improper,6
games,people,6
positive,planning,6
impact,opensource,9
children,use,7
At,entrance,7
time,Chinese,5
hysterical,inaccurate,10
inaccurate,uncomfortable,9
reporting,accounts,8
heartening,cultural,9
cultural,drive,8
social,benefits,7
educational,learning,9
value,open,5
computer,games,6
video,game,4
games,people,6
assessed,intelligently,11
intelligently,said,12
said,crackdown,7
Roger,Cumming,7
Bennett,director,7
director,AADC,8
general,effort,6
Entertainment,"America
",10
Leisure,Software,6
Software,improve,7
Publishers,Association,10
Association,At,9
This,type,4
report,Chinese,7
evidence,according,8
needed,moving,6
excellence,telco,7
imagination,thrives,10
thrives,gaming,6
gaming,Baftawinning,8
They,created,6
offer,paidfor,5
education,tool,7
children,use,7
offer,paidfor,5
career,started,4
The,US,3
threeyear,Linux,9
research,development,9
project,image,6
presented,fair,9
seminar,Tuesday,6
Tuesday,Free,6
London,It,6
partly,fears,5
funded,Department,9
Department,Justice,9
Trade,"Industry
",9
"Industry
",Nuclear,8
Nuclear,body,7
body,email,5
seeks,represent,7
new,technology,9
"tech

The",computer,8
computer,games,6
systems,Water,5
monitor,internet,7
world's,pocket,6
nuclear,power,5
power,The,4
installations,outdated,10
outdated,eat,6
hampering,work,8
work,"on

While",9
"inspectors

A",spokesman,10
spokesman,UN's,8
International,Bloggers',13
Atomic,Energy,6
Energy,Star,5
Agency,said,6
IAEA,said,4
said,crackdown,7
current,hightech,7
technology,causing,8
allow,feature,6
key,elements,7
information,tracking,9
overlooked,20,10
20,CDP101,5
years,ago,4
old,women,4
Such,systems,7
systems,Water,5
method,employees,8
tracking,users',8
nuclear,power,5
material,computer,7
worldwide,community,7
The,US,3
agency,net,5
appealed,funds,8
funds,instance,7
update,systems,6
hardware,means,7
software,controls,6
A,patch,5
major,international,11
overhaul,system,8
system,We,5
needed,moving,6
allow,feature,6
inspectors,immediate,8
immediate,release,6
secure,permission,9
online,banking,4
access,audiences,6
information,tracking,9
said,crackdown,7
project,image,6
manager,Microsoft,9
Livio,"Costantini

IAEA",14
"Costantini

IAEA",inspectors,14
inspectors,immediate,8
3000,visits,6
visits,year,6
year,claim,4
900,nuclear,7
nuclear,power,5
facilities,worldwide,8
worldwide,community,7
They,created,6
verify,money,5
official,scan,6
reports,said,7
activities,system,8
plants,US,6
carry,info,5
environmental,argument,8
checks,look,5
look,creative,8
signs,nuclear,7
nuclear,power,5
material,computer,7
smuggled,"facility

The",13
"facility

The",computer,12
computer,games,6
system,We,5
inspectors,immediate,8
currently,beta,7
use,ink,3
comparing,data,8
data,sets,3
earlier,month,7
visits,year,6
instance,creativity,9
built,cost,4
1970s,largely,7
largely,useless,6
paper,cards,4
based,experiments,10
An,ownbrand,7
IAEA,said,4
spokesman,UN's,8
said,crackdown,7
extremely,hardfought,10
inefficient,serve,9
makes,gadget,4
searching,audience,8
anomalies,like,7
like,text,4
searching,audience,8
needle,haystack,8
haystack,The,8
The,US,3
organisation,supports,11
aiming,start,6
start,looking,7
system,We,5
upgrade,3G,7
November,2004,8
aiming,start,6
provide,realtime,6
inspectors,immediate,8
field,looking,7
secure,permission,9
online,banking,4
access,audiences,6
previous,works,7
inspection,data,9
data,sets,3
design,good,6
blueprints,nuclear,9
nuclear,power,5
facilities,worldwide,8
satellite,radio,7
images,The,5
plant,Where,5
Where,possible,7
possible,wages,8
hopes,reach,5
link,website,6
system,We,5
national,parliaments,8
records,This,6
import,export,2
export,quality,6
nuclear,power,5
materials,wider,7
Further,analysis,8
analysis,tool,7
help,users,4
spot,filter,5
potential,gives,8
smuggling,activities,9
activities,system,8
illicit,technology,10
technology,causing,8
transfers,countries,7
countries,varied,6
according,Mr,8
"spokesman

Computer",specialist,14
specialist,films,7
IAEA,said,4
Peter,Molyneux,7
Smith,like,4
like,text,4
able,watch,4
incorporate,state,8
state,Soviet,5
art,sponsorship,10
visualisation,techniques,12
techniques,The,8
familiar,Nigerian,6
video,game,4
games,people,6
players,incensed,7
inspector's,toolkit,10
toolkit,The,7
The,US,3
commercials,people,9
people,China,6
moving,parts,6
virtual,storybased,8
world,countries,7
said,crackdown,7
If,ink,3
laptops,getting,6
walking,information,10
plant,Where,5
seeing,computer,8
laptop,PC,6
plant,Where,5
look,creative,8
And,vice,4
there's,strong,6
door,recent,6
wall,,4
laptop,PC,6
problem,With,7
The,US,3
IAEA,said,4
estimates,James,6
total,digital,4
cost,computer,5
fouryear,project,7
project,image,6
upgrade,3G,7
technology,causing,8
$40m,So,4
So,far,3
far,Huaral,4
received,resistance,8
$11m,US,4
US,government,10
UK,telco,5
Failure,replace,5
replace,14,7
hardware,means,7
software,controls,6
integrate,fully,9
fully,information,10
information,tracking,9
system,We,5
components,making,8
carry,info,5
large,factors,6
risks,involved,8
said,crackdown,7
agency,net,5
"statement
",Cheaper,9
Web,tracking,8
logs,online,5
aid,"website

Net",11
disaster,asking,7
"recovery

Some",vivid,13
vivid,descriptions,10
descriptions,devastation,6
devastation,southern,9
southern,Asia,8
Asia,appear,5
internet,use,7
,German,6
form,aims,4
web,instance,8
logs,online,5
"blogs

Bloggers",offering,13
offering,legal,7
snapshots,information,9
information,tracking,9
region,benefit,6
providing,helping,6
useful,real,4
information,tracking,9
want,Between,6
help,users,4
Indian,telecommunications,15
writer,virus,5
Rohit,Gupta,5
Gupta,edits,4
edits,newspaper,8
group,said,5
blog,community,9
called,BankashA,7
Dogs,Borders,5
Borders,group,6
When,inside,6
created,telco's,7
site,There,4
supposed,discussed,6
forum,discuss,6
discuss,internal,8
relations,India,8
India,climate,6
Pakistan,But,7
But,dance,5
wake,Sunday's,7
Sunday's,tsunami,6
tsunami,aid,6
Mr,Negroponte,9
Gupta,edits,4
fellow,Diane,6
bloggers,including,9
switched,suppliers,7
"gears

They",wanted,9
wanted,video,5
blog,community,9
tsunami,aid,6
aftermath,tsunami,7
One,Why?,4
Sri,Lankan,6
Lankan,blogger,7
blogger,action,7
group,said,5
goes,radar,5
online,banking,4
Morquendi,With,9
With,broadband,9
internet,use,7
service,address,7
disrupted,tsunami,7
tsunami,aid,6
Morquendi,With,9
started,US,7
sending,infrastructure,13
SMS,functions,9
text,book,4
messages,given,7
cell,phones,6
phone,upload,4
affected,areas,6
areas,scarce,5
Sri,Lankan,6
Lanka,We,5
We,display,7
started,US,7
publishing,platform,8
SMSes,says,4
says,developing,10
Mr,Negroponte,9
"Gupta

Morquendi",describing,14
describing,scenes,8
scenes,On,5
like,text,4
1600,bodies,6
bodies,step,5
washed,shore,5
shore,poor,3
people,China,6
burying,burying,0
burying,burying,0
burying,burying,0
People,picture,6
digging,uniquely,7
holes,leave,5
hands,And,3
And,vice,4
coming,months,5
SMS,functions,9
message,bears,5
We,display,7
didn't,light,4
visual,information,10
accounts,Those,7
radio,number,6
TV,telephone,9
print,,5
media,player,6
Soon,subsumed,8
thousands,picture,9
web,instance,8
users,Logs,4
world,countries,7
logging,,7
read,weather,5
Morquendi's,hand,9
hand,poor,4
accounts,Those,7
In,effort,6
message,bears,5
Morquendi,With,9
wrote,paper,5
Sri,Lankan,6
Lankan,blogger,7
woman,sues,5
running,bricked,7
home,work,3
friend,touch,6
wave,malicious,8
hit,150000,6
She,started,6
swept,away,4
away,middle,6
Morquendi's,hand,9
message,bears,5
read,weather,5
She,started,6
grabbed,confidential,11
tree,hand,4
hand,poor,4
friend,touch,6
She,started,6
says,developing,10
watched,parliamentary,11
water,irrigation,8
pull,friend,6
friend,touch,6
away,middle,6
Mr,Negroponte,9
Gupta,edits,4
says,developing,10
power,The,4
Morquendi's,hand,9
text,book,4
message,bears,5
blogs,dedicate,8
palpable,He,7
He,said,4
running,bricked,7
looking,continue,5
friends,recommended,8
burying,burying,0
bodies,step,5
carrying,phones,8
bodies,step,5
Mr,Negroponte,9
Gupta,edits,4
says,developing,10
Morquendi,With,9
I,prefer,6
can't,afford,6
begin,search,5
imagine,psychological,11
psychological,state,12
state,Soviet,5
sending,infrastructure,13
reports,said,7
relief,organisations,11
work,"on

While",9
time,Chinese,5
He,said,4
caught,low,6
journalist,Apple,9
human,rights,6
"being

Others",blogs,10
blogs,dedicate,8
helping,hand,5
spread,"it

In",6
information,tracking,9
relief,organisations,11
efforts,site,6
Dina,Mehta,4
Mehta,Indian,5
Indian,telecommunications,15
blogger,action,7
who's,helping,7
helping,hand,5
newly,created,6
created,telco's,7
South,Africa,6
East,Asia,4
Asia,appear,5
Earthquake,Appeal,9
Tsunami,Earthquake,9
Blog,reading,6
She,started,6
says,developing,10
blog,community,9
meant,laser,5
filled,person,6
person,street,5
accounts,Those,7
What,trying,6
we're,going,5
we're,going,5
building,democratic,10
resource,says,7
says,developing,10
Anyone,opening,6
says,developing,10
OK,I,2
I,prefer,6
want,Between,6
come,form,3
work,"on

While",9
India,climate,6
volunteer,India,8
India,climate,6
Sri,Lankan,6
Lanka,We,5
Malaysia,sort,8
sort,Sales,5
onestopshop,come,10
come,form,3
sorts,content,5
resources,producer,6
,German,6
emergency,help,8
help,users,4
lines,installed,7
relief,organisations,11
agencies,eBay,7
aid,"website

Net",11
agencies,eBay,7
contacts,exploit,7
"etc

Ms",Mehta,7
Mehta,Indian,5
says,developing,10
wishes,governments,9
governments,biometric,10
region,benefit,6
realise,businesslike,8
power,The,4
blogs,dedicate,8
Imagine,resource,7
resource,says,7
available,important,9
disaster,asking,7
quickly,More,7
funnel,aid,6
aid,"website

Net",11
people,China,6
help,users,4
says,developing,10
Bloggers,started,7
United,Nation's,7
States,France,5
getting,cuticle,6
involved,deal,7
Ramdhan,Yadav,4
Yadav,Kotamaraja,8
Kotamaraja,originally,9
originally,India,8
India,climate,6
lives,So,5
Dallas,court,6
Mr,Negroponte,9
Kotamaraja,originally,9
wanted,video,5
help,users,4
affected,areas,6
tsunami,aid,6
pooling,money,6
money,causes,5
concerned,Google's,8
friends,recommended,8
So,far,3
set,strict,4
online,banking,4
payment,system,6
system,We,5
website,There,6
Then,rural,5
says,developing,10
Mr,Negroponte,9
Kotamaraja,originally,9
blogging,sites,8
world,countries,7
found,developing,8
All,100000,6
blogger,action,7
friends,recommended,8
started,US,7
linking,site,6
site,There,4
I,prefer,6
saw,business,7
lot,spammers,8
people,China,6
friends,recommended,8
I'd,need,3
70%,filesharing,11
donations,DEC's,8
came,week,4
people,China,6
I,prefer,6
don't,sell,5
know,good,3
It's,working,7
simply,crude,6
unbelievable,people,9
people,China,6
I,prefer,6
don't,sell,5
know,good,3
come,form,3
start,looking,7
donating,News,8
News,Agency,5
spreads,quickly,7
quickly,More,7
weblogs,restricting,10
phenomenon,users,9
helps,drive,5
bloggers,including,9
expand,SMS,6
audience,E3,8
scope,In,5
In,effort,6
Sri,Lankan,6
Lanka,We,5
blogger,action,7
Morquendi,With,9
recruiting,help,9
help,users,4
One,Why?,4
recruit,calls,6
calls,Interactive,10
Heretic,In,7
In,effort,6
latest,series,5
posts,Heretic,6
Heretic,In,7
asks,recipients,9
Have,seen,4
seen,experts,6
fishing,trawlers,8
trawlers,road?,7
road?,Ever,5
Ever,seen,3
seen,experts,6
bus,inside,5
inside,shell,6
house?,Well,6
Well,Heretic,6
Heretic,In,7
writes,affected,6
affected,areas,6
areas,scarce,5
,German,6
imagine,psychological,11
,German,6
you?,He,4
He,said,4
concludes,Keep,8
Keep,"blogged

Clark",13
"blogged

Clark",Boyd,12
Boyd,technology,9
technology,causing,8
correspondent,The,12
The,US,3
